qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_start_sec,hard_peak_end_sec,hard_peak_center_sec,gt_duration_sec,window_length_sec,gt_window_center_sec,hard_window_center_sec,audio_path,status,blocked_reason,S_GT,S_HARD,S_GT_minus_S_HARD,comparison,native_pipeline
Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,control,0,51.0,53.0,52.0,2.0,,,52.0,raw_audio/Wq4OD3olO2w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
WqXFAY4k79s_1,WqXFAY4k79s,2-5s,control,0,12.0,15.0,13.5,3.0,,,13.5,raw_audio/WqXFAY4k79s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,control,1,106.0,109.0,107.5,1.0,,,107.5,raw_audio/XZTt1xdK8uQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
YflmW68gL4E_2,YflmW68gL4E,2-5s,control,0,5.0,6.0,5.5,2.0,,,5.5,raw_audio/YflmW68gL4E.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Z1Cyj4N05lk_3,Z1Cyj4N05lk,2-5s,control,1,147.0,148.0,147.5,2.0,,,147.5,raw_audio/Z1Cyj4N05lk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Z3wDry8nnJs_1,Z3wDry8nnJs,2-5s,control,0,8.0,22.0,15.0,3.0,,,15.0,raw_audio/Z3wDry8nnJs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Z3wDry8nnJs_3,Z3wDry8nnJs,2-5s,control,0,30.0,33.0,31.5,2.0,,,31.5,raw_audio/Z3wDry8nnJs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ZBtgrP4vU_w_2,ZBtgrP4vU_w,2-5s,harmful,1,115.0,121.0,118.0,2.0,,,118.0,raw_audio/ZBtgrP4vU_w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ZTYAQBnU4GM_1,ZTYAQBnU4GM,2-5s,control,0,9.0,28.0,18.5,2.0,,,18.5,raw_audio/ZTYAQBnU4GM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ZUmZgPL0ges_3,ZUmZgPL0ges,2-5s,control,0,128.0,137.0,132.5,2.0,,,132.5,raw_audio/ZUmZgPL0ges.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Z_smJ66Tb3c_1,Z_smJ66Tb3c,2-5s,control,0,0.0,10.0,5.0,4.0,,,5.0,raw_audio/Z_smJ66Tb3c.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Z_smJ66Tb3c_3,Z_smJ66Tb3c,0-2s,control,1,0.0,29.0,14.5,1.0,,,14.5,raw_audio/Z_smJ66Tb3c.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Zsf2YvJfCKw_1,Zsf2YvJfCKw,2-5s,control,0,19.0,22.0,20.5,2.0,,,20.5,raw_audio/Zsf2YvJfCKw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_AcJVyToQUQ_1,_AcJVyToQUQ,2-5s,control,0,2.0,7.0,4.5,2.0,,,4.5,raw_audio/_AcJVyToQUQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_BSmz3SEW1w_1,_BSmz3SEW1w,2-5s,control,1,86.0,88.0,87.0,2.0,,,87.0,raw_audio/_BSmz3SEW1w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_BSmz3SEW1w_2,_BSmz3SEW1w,2-5s,control,0,0.0,14.0,7.0,3.0,,,7.0,raw_audio/_BSmz3SEW1w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_C2HinL8VlM_1,_C2HinL8VlM,2-5s,control,0,20.0,25.0,22.5,4.0,,,22.5,raw_audio/_C2HinL8VlM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_YS5uKWoB6g_2,_YS5uKWoB6g,0-2s,harmful,1,0.0,13.0,6.5,1.0,,,6.5,raw_audio/_YS5uKWoB6g.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_YS5uKWoB6g_5,_YS5uKWoB6g,0-2s,control,1,0.0,33.0,16.5,1.0,,,16.5,raw_audio/_YS5uKWoB6g.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_ezm-TpKj1w_1,_ezm-TpKj1w,2-5s,control,0,0.0,26.0,13.0,2.0,,,13.0,raw_audio/_ezm-TpKj1w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
_oKXrY5Ff0g_3,_oKXrY5Ff0g,2-5s,harmful,1,6.0,8.0,7.0,2.0,,,7.0,raw_audio/_oKXrY5Ff0g.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
aMhu5eMQAsI_3,aMhu5eMQAsI,2-5s,harmful,1,20.0,42.0,31.0,3.0,,,31.0,raw_audio/aMhu5eMQAsI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
aZAXO2WZn84_2,aZAXO2WZn84,2-5s,control,0,0.0,25.0,12.5,4.0,,,12.5,raw_audio/aZAXO2WZn84.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
aZAXO2WZn84_4,aZAXO2WZn84,2-5s,control,1,2.0,20.0,11.0,3.0,,,11.0,raw_audio/aZAXO2WZn84.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
aZAXO2WZn84_5,aZAXO2WZn84,0-2s,harmful,0,0.0,21.0,10.5,1.0,,,10.5,raw_audio/aZAXO2WZn84.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ajheseWZmmU_2,ajheseWZmmU,2-5s,control,0,113.0,114.0,113.5,2.0,,,113.5,raw_audio/ajheseWZmmU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
b1PXsfgQw5w_1,b1PXsfgQw5w,0-2s,control,0,219.0,221.0,220.0,1.0,,,220.0,raw_audio/b1PXsfgQw5w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
b1PXsfgQw5w_2,b1PXsfgQw5w,0-2s,control,1,2.0,6.0,4.0,1.0,,,4.0,raw_audio/b1PXsfgQw5w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
bUTOsLXYyxg_1,bUTOsLXYyxg,2-5s,harmful,1,8.0,15.0,11.5,2.0,,,11.5,raw_audio/bUTOsLXYyxg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
bX2vDaHL26U_1,bX2vDaHL26U,2-5s,control,0,21.0,23.0,22.0,3.0,,,22.0,raw_audio/bX2vDaHL26U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
bX2vDaHL26U_2,bX2vDaHL26U,0-2s,control,0,47.0,48.0,47.5,1.0,,,47.5,raw_audio/bX2vDaHL26U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
bgbnu5YKTDg_4,bgbnu5YKTDg,2-5s,control,0,14.0,19.0,16.5,3.0,,,16.5,raw_audio/bgbnu5YKTDg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
bpv_LneHmfU_1,bpv_LneHmfU,2-5s,control,0,59.0,73.0,66.0,3.0,,,66.0,raw_audio/bpv_LneHmfU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
cPiSd5nJLrI_1,cPiSd5nJLrI,2-5s,harmful,1,2.0,10.0,6.0,2.0,,,6.0,raw_audio/cPiSd5nJLrI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
cPiSd5nJLrI_2,cPiSd5nJLrI,2-5s,control,0,23.0,25.0,24.0,3.0,,,24.0,raw_audio/cPiSd5nJLrI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
cz0FSQDVBMw_2,cz0FSQDVBMw,0-2s,harmful,1,137.0,143.0,140.0,1.0,1.0,77.5,140.0,raw_audio/cz0FSQDVBMw.wav,VALID,,-1.4042304754257202,4.734170913696289,-6.138401389122009,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
d6gu2w19YQo_1,d6gu2w19YQo,2-5s,control,0,40.0,42.0,41.0,2.0,,,41.0,raw_audio/d6gu2w19YQo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
dYvL6uEMl6E_1,dYvL6uEMl6E,0-2s,control,1,75.0,84.0,79.5,1.0,,,79.5,raw_audio/dYvL6uEMl6E.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
dkiwn2FdDVw_2,dkiwn2FdDVw,2-5s,control,1,61.0,74.0,67.5,2.0,,,67.5,raw_audio/dkiwn2FdDVw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
dkiwn2FdDVw_3,dkiwn2FdDVw,0-2s,control,1,61.0,74.0,67.5,1.0,,,67.5,raw_audio/dkiwn2FdDVw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
dkiwn2FdDVw_4,dkiwn2FdDVw,2-5s,harmful,1,58.0,78.0,68.0,3.0,,,68.0,raw_audio/dkiwn2FdDVw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
e2rScj9UyMs_2,e2rScj9UyMs,0-2s,harmful,0,224.0,225.0,224.5,1.0,,,224.5,raw_audio/e2rScj9UyMs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eRU-rABp8nk_2,eRU-rABp8nk,2-5s,harmful,0,97.0,99.0,98.0,2.0,,,98.0,raw_audio/eRU-rABp8nk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eRU-rABp8nk_3,eRU-rABp8nk,0-2s,control,1,116.0,118.0,117.0,1.0,,,117.0,raw_audio/eRU-rABp8nk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eUecAF626A8_2,eUecAF626A8,2-5s,harmful,1,20.0,61.0,40.5,3.0,,,40.5,raw_audio/eUecAF626A8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eYbFtxZmKL4_1,eYbFtxZmKL4,2-5s,control,1,94.0,95.0,94.5,3.0,,,94.5,raw_audio/eYbFtxZmKL4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
elztUCeNQvQ_1,elztUCeNQvQ,2-5s,control,0,62.0,73.0,67.5,4.0,,,67.5,raw_audio/elztUCeNQvQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
elztUCeNQvQ_2,elztUCeNQvQ,2-5s,harmful,0,43.0,73.0,58.0,3.0,,,58.0,raw_audio/elztUCeNQvQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
elztUCeNQvQ_5,elztUCeNQvQ,2-5s,control,0,62.0,73.0,67.5,2.0,,,67.5,raw_audio/elztUCeNQvQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
emGPabOePzA_1,emGPabOePzA,2-5s,control,0,68.0,70.0,69.0,2.0,2.0,88.0,69.0,raw_audio/emGPabOePzA.wav,VALID,,-4.319229602813721,-1.6051290035247803,-2.7141005992889404,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eu5bq0A3XVQ_2,eu5bq0A3XVQ,2-5s,harmful,0,110.0,126.0,118.0,2.0,,,118.0,raw_audio/eu5bq0A3XVQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
eu5bq0A3XVQ_3,eu5bq0A3XVQ,2-5s,harmful,0,8.0,17.0,12.5,3.0,,,12.5,raw_audio/eu5bq0A3XVQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fGGYeXR_LS8_1,fGGYeXR_LS8,2-5s,control,0,4.0,24.0,14.0,4.0,,,14.0,raw_audio/fGGYeXR_LS8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fK4QBQZ6i7w_1,fK4QBQZ6i7w,2-5s,harmful,0,129.0,132.0,130.5,4.0,,,130.5,raw_audio/fK4QBQZ6i7w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fPqj3nnwQOI_1,fPqj3nnwQOI,2-5s,control,0,57.0,92.0,74.5,3.0,,,74.5,raw_audio/fPqj3nnwQOI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fPqj3nnwQOI_2,fPqj3nnwQOI,2-5s,control,0,68.0,97.0,82.5,2.0,,,82.5,raw_audio/fPqj3nnwQOI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fPqj3nnwQOI_3,fPqj3nnwQOI,0-2s,harmful,1,79.0,108.0,93.5,1.0,,,93.5,raw_audio/fPqj3nnwQOI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fPqj3nnwQOI_4,fPqj3nnwQOI,0-2s,harmful,1,45.0,66.0,55.5,1.0,,,55.5,raw_audio/fPqj3nnwQOI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fWvWhLJ5Fow_1,fWvWhLJ5Fow,2-5s,control,0,83.0,93.0,88.0,4.0,,,88.0,raw_audio/fWvWhLJ5Fow.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fWvWhLJ5Fow_3,fWvWhLJ5Fow,2-5s,control,0,95.0,101.0,98.0,4.0,,,98.0,raw_audio/fWvWhLJ5Fow.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fYTZVxQ8LJk_2,fYTZVxQ8LJk,2-5s,control,0,25.0,29.0,27.0,3.0,,,27.0,raw_audio/fYTZVxQ8LJk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fYTZVxQ8LJk_3,fYTZVxQ8LJk,2-5s,control,0,0.0,2.0,1.0,2.0,,,1.0,raw_audio/fYTZVxQ8LJk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fmEft49sPfE_2,fmEft49sPfE,2-5s,control,1,0.0,19.0,9.5,3.0,,,9.5,raw_audio/fmEft49sPfE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
frOqlk0Wm5Y_1,frOqlk0Wm5Y,0-2s,control,0,31.0,32.0,31.5,1.0,,,31.5,raw_audio/frOqlk0Wm5Y.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
frOqlk0Wm5Y_3,frOqlk0Wm5Y,2-5s,control,0,35.0,37.0,36.0,3.0,,,36.0,raw_audio/frOqlk0Wm5Y.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fwhkCnOeyC0_1,fwhkCnOeyC0,2-5s,control,0,43.0,45.0,44.0,2.0,,,44.0,raw_audio/fwhkCnOeyC0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
fwhkCnOeyC0_3,fwhkCnOeyC0,2-5s,control,0,30.0,35.0,32.5,4.0,,,32.5,raw_audio/fwhkCnOeyC0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gW7s3YAthpI_1,gW7s3YAthpI,2-5s,harmful,1,15.0,48.0,31.5,4.0,,,31.5,raw_audio/gW7s3YAthpI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gW7s3YAthpI_2,gW7s3YAthpI,2-5s,harmful,1,44.0,53.0,48.5,3.0,,,48.5,raw_audio/gW7s3YAthpI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gbi6MxPf3hA_1,gbi6MxPf3hA,2-5s,control,0,53.0,64.0,58.5,4.0,,,58.5,raw_audio/gbi6MxPf3hA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gbi6MxPf3hA_2,gbi6MxPf3hA,2-5s,control,0,1.0,9.0,5.0,4.0,,,5.0,raw_audio/gbi6MxPf3hA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gbi6MxPf3hA_3,gbi6MxPf3hA,2-5s,control,0,1.0,9.0,5.0,3.0,,,5.0,raw_audio/gbi6MxPf3hA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gbtcDoh0q3c_2,gbtcDoh0q3c,2-5s,harmful,1,94.0,96.0,95.0,4.0,,,95.0,raw_audio/gbtcDoh0q3c.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gf6H_MWCqjw_4,gf6H_MWCqjw,2-5s,harmful,0,0.0,5.0,2.5,3.0,3.0,115.5,2.5,raw_audio/gf6H_MWCqjw.wav,VALID,,6.898577690124512,2.463365316390991,4.4352123737335205,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gkWd1HugK2w_1,gkWd1HugK2w,2-5s,control,1,64.0,72.0,68.0,2.0,,,68.0,raw_audio/gkWd1HugK2w.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
glAeihz0NAM_1,glAeihz0NAM,2-5s,harmful,0,43.0,48.0,45.5,4.0,,,45.5,raw_audio/glAeihz0NAM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gr5Zss89yLQ_1,gr5Zss89yLQ,0-2s,harmful,0,29.0,32.0,30.5,1.0,,,30.5,raw_audio/gr5Zss89yLQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gr5Zss89yLQ_3,gr5Zss89yLQ,2-5s,control,0,51.0,52.0,51.5,2.0,,,51.5,raw_audio/gr5Zss89yLQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
gr5Zss89yLQ_4,gr5Zss89yLQ,2-5s,control,0,28.0,32.0,30.0,4.0,,,30.0,raw_audio/gr5Zss89yLQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
h3UhoHIMfpw_1,h3UhoHIMfpw,2-5s,harmful,0,58.0,60.0,59.0,2.0,,,59.0,raw_audio/h3UhoHIMfpw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hDMHIDJdfDA_3,hDMHIDJdfDA,2-5s,harmful,1,1.0,8.0,4.5,2.0,,,4.5,raw_audio/hDMHIDJdfDA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hVUmQfBIYe8_1,hVUmQfBIYe8,2-5s,control,0,66.0,70.0,68.0,4.0,,,68.0,raw_audio/hVUmQfBIYe8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hmd6pa2e_rs_1,hmd6pa2e_rs,0-2s,control,1,53.0,62.0,57.5,1.0,1.0,47.5,57.5,raw_audio/hmd6pa2e_rs.wav,VALID,,-0.4018826484680176,0.0247812382876873,-0.4266638867557049,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hmd6pa2e_rs_2,hmd6pa2e_rs,2-5s,harmful,1,46.0,62.0,54.0,2.0,2.0,181.0,54.0,raw_audio/hmd6pa2e_rs.wav,VALID,,0.28056952357292175,2.2617080211639404,-1.9811384975910187,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hmd6pa2e_rs_3,hmd6pa2e_rs,2-5s,control,1,0.0,36.0,18.0,3.0,3.0,241.5,18.0,raw_audio/hmd6pa2e_rs.wav,VALID,,-1.0383813381195068,-2.1103978157043457,1.0720164775848389,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hzn_wGlzGpU_1,hzn_wGlzGpU,2-5s,harmful,0,124.0,126.0,125.0,2.0,,,125.0,raw_audio/hzn_wGlzGpU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
hzn_wGlzGpU_2,hzn_wGlzGpU,0-2s,control,0,7.0,9.0,8.0,1.0,,,8.0,raw_audio/hzn_wGlzGpU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
