top1_query_index,initial_gt_distance_sec,initial_hard_distance_sec,final_gt_distance_sec,final_hard_distance_sec,hard_distance_change_sec,gt_distance_change_sec,reference_attraction_flag,classification,reference_centers_sec,final_center_sec,final_width_gt_ratio,qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_center_sec
8,3.842726409435272,3.157273590564728,2.0,9.0,5.842726409435272,-1.8427264094352722,False,approach_gt,"[62.15727233886719, 70.17202758789062]",68.0,3.0,h3UhoHIMfpw_1,h3UhoHIMfpw,2-5s,harmful,0,59.0
9,35.776382744312286,7.723617255687714,43.0,0.5,-7.223617255687714,7.223617255687714,True,begin_hard_and_remain,"[12.223617553710938, 6.434106826782227]",5.0,2.0,hDMHIDJdfDA_3,hDMHIDJdfDA,2-5s,harmful,1,4.5
5,3.685561776161194,55.685561776161194,11.0,71.5,15.814438223838806,7.314438223838806,False,approach_neither,"[123.68556213378906, 142.11598205566406]",139.5,1.75,hVUmQfBIYe8_1,hVUmQfBIYe8,2-5s,control,0,68.0
7,17.928228974342346,7.928228974342346,9.0,1.0,-6.928228974342346,-8.928228974342346,True,begin_hard_and_remain,"[65.42823028564453, 60.45894241333008]",56.5,15.0,hmd6pa2e_rs_1,hmd6pa2e_rs,0-2s,control,1,57.5
7,115.57177102565765,11.428228974342346,126.0,1.0,-10.428228974342346,10.428228974342346,True,begin_hard_and_remain,"[65.42823028564453, 62.513736724853516]",55.0,7.0,hmd6pa2e_rs_2,hmd6pa2e_rs,2-5s,harmful,1,54.0
9,202.57742926478386,20.92257073521614,237.5,14.0,-6.922570735216141,34.92257073521614,True,begin_hard_and_remain,"[38.922569274902344, 9.343481063842773]",4.0,2.6666666666666665,hmd6pa2e_rs_3,hmd6pa2e_rs,2-5s,control,1,18.0
9,18.265470713377,104.734529286623,1.0,122.0,17.265470713377,-17.265470713377,False,approach_gt,"[20.265470504760742, 6.372826099395752]",3.0,3.0,hzn_wGlzGpU_1,hzn_wGlzGpU,2-5s,harmful,0,125.0
9,7.765470713376999,12.265470713376999,2.0,2.5,-9.765470713376999,-5.765470713376999,False,approach_gt,"[20.265470504760742, 9.13151741027832]",10.5,5.0,hzn_wGlzGpU_2,hzn_wGlzGpU,0-2s,control,0,8.0
4,41.498410642147064,72.49841064214706,42.5,73.5,1.0015893578529358,1.0015893578529358,False,approach_neither,"[144.9984130859375, 150.23875427246094]",146.0,3.3333333333333335,i6MQCm58zlY_3,i6MQCm58zlY,2-5s,harmful,0,72.5
7,9.339010179042816,18.839010179042816,14.0,4.5,-14.339010179042816,4.660989820957184,True,begin_gt_move_hard,"[80.8390121459961, 67.35211181640625]",57.5,4.333333333333333,iOCpICiu4LA_2,iOCpICiu4LA,2-5s,control,1,62.0
6,50.22237539291382,29.72237539291382,35.0,14.5,-15.222375392913818,-15.222375392913818,True,begin_hard_and_remain,"[75.72237396240234, 62.39338684082031]",60.5,41.0,ilspW7JRjAg_1,ilspW7JRjAg,0-2s,control,1,46.0
3,155.33271420001984,158.83271420001984,215.5,219.0,60.167285799980164,60.167285799980164,False,approach_neither,"[227.8327178955078, 287.515869140625]",288.0,10.0,inSvboaSRwA_2,inSvboaSRwA,0-2s,harmful,0,69.0
9,3.71644227206707,23.21644227206707,12.5,7.0,-16.21644227206707,8.78355772793293,True,begin_gt_move_hard,"[26.216442108154297, 11.558813095092773]",10.0,3.0,jid4t-FzUn0_1,jid4t-FzUn0,2-5s,control,0,3.0
9,89.28355772793293,21.21644227206707,110.5,0.0,-21.21644227206707,21.21644227206707,True,begin_hard_and_remain,"[26.216442108154297, 7.192910671234131]",5.0,1.3333333333333333,jid4t-FzUn0_3,jid4t-FzUn0,2-5s,control,1,5.0
9,136.2488792538643,44.25112074613571,175.0,5.5,-38.75112074613571,38.75112074613571,True,begin_hard_and_remain,"[48.251121520996094, 17.671138763427734]",9.5,9.0,jjfUaMQaG1A_2,jjfUaMQaG1A,0-2s,harmful,1,4.0
9,6.6327353566884995,24.3672646433115,0.0,31.0,6.6327353566884995,-6.6327353566884995,False,approach_gt,"[10.132735252380371, 3.163808584213257]",3.5,1.0,jlwe9jtu5Gw_1,jlwe9jtu5Gw,2-5s,control,0,34.5
8,3.6223710477352142,0.8776289522647858,5.0,0.5,-0.37762895226478577,1.3776289522647858,True,begin_hard_and_remain,"[30.122371673583984, 33.40910339355469]",31.5,1.5,jlwe9jtu5Gw_2,jlwe9jtu5Gw,2-5s,harmful,0,31.0
9,41.3672646433115,6.6327353566884995,48.0,0.0,-6.6327353566884995,6.6327353566884995,True,begin_hard_and_remain,"[10.132735252380371, 5.263340950012207]",3.5,1.0,jlwe9jtu5Gw_3,jlwe9jtu5Gw,2-5s,control,0,3.5
3,51.34202003479004,83.84202003479004,65.5,98.0,14.157979965209961,14.157979965209961,False,approach_neither,"[85.3420181274414, 101.86457061767578]",99.5,7.5,kHIe4CfaccQ_2,kHIe4CfaccQ,2-5s,control,0,1.5
9,43.702989637851715,11.797010362148285,57.5,2.0,-9.797010362148285,13.797010362148285,True,begin_hard_and_remain,"[14.79701042175293, 6.988760471343994]",1.0,2.0,kXjzsroVTtw_1,kXjzsroVTtw,0-2s,harmful,1,3.0
9,43.077130153775215,6.922869846224785,54.0,4.0,-2.922869846224785,10.922869846224785,True,begin_hard_and_remain,"[15.922869682312012, 6.249893665313721]",5.0,2.0,kdflh3akyH8_1,kdflh3akyH8,2-5s,control,0,9.0
9,142.8884904831648,24.111509516835213,165.5,1.5,-22.611509516835213,22.611509516835213,True,begin_hard_and_remain,"[29.111509323120117, 9.370199203491211]",6.5,2.5,lTfNLKEy1RU_2,lTfNLKEy1RU,2-5s,control,0,5.0
9,9.097757771611214,10.597757771611214,1.0,0.5,-10.097757771611214,-8.097757771611214,True,begin_gt_move_hard,"[11.097757339477539, 3.709567070007324]",1.0,1.0,lVr-PxhZo8s_1,lVr-PxhZo8s,2-5s,control,0,0.5
9,7.597757771611214,9.597757771611214,2.5,4.5,-5.097757771611214,-5.097757771611214,False,approach_gt,"[11.097757339477539, 5.093039035797119]",6.0,6.0,lVr-PxhZo8s_3,lVr-PxhZo8s,0-2s,harmful,0,1.5
6,62.874322950839996,15.625677049160004,81.0,2.5,-13.125677049160004,18.125677049160004,True,begin_hard_and_remain,"[70.62567901611328, 55.762237548828125]",52.5,2.5,lgwpIImXCWA_3,lgwpIImXCWA,2-5s,control,0,55.0
5,1.0251368284225464,1.9748631715774536,0.0,10.5,8.525136828422546,-1.0251368284225464,False,approach_gt,"[67.02513885498047, 81.3085708618164]",79.5,1.0,lh801oHGtD4_2,lh801oHGtD4,2-5s,control,0,69.0
9,76.39880429208279,5.601195707917213,85.0,3.0,-2.6011957079172134,8.601195707917213,True,begin_hard_and_remain,"[15.601195335388184, 8.258158683776855]",7.0,2.0,lh801oHGtD4_3,lh801oHGtD4,2-5s,control,0,10.0
5,11.102022767066956,11.397977232933044,36.0,13.5,2.1020227670669556,24.897977232933044,False,begin_gt_move_hard,"[107.10202026367188, 128.0657501220703]",132.0,6.0,lmPMhs-9IYE_2,lmPMhs-9IYE,2-5s,control,1,118.5
8,96.75188970565796,14.751889705657959,127.5,45.5,30.74811029434204,30.74811029434204,False,begin_hard_and_remain,"[114.75189208984375, 140.85731506347656]",145.5,98.5,lrKGCtSsAkA_2,lrKGCtSsAkA,2-5s,control,1,100.0
3,160.37575721740723,51.12424278259277,210.0,1.5,-49.62424278259277,49.62424278259277,True,begin_hard_and_remain,"[182.87576293945312, 230.1438446044922]",232.5,15.0,lrKGCtSsAkA_3,lrKGCtSsAkA,0-2s,harmful,0,234.0
3,56.62424278259277,52.12424278259277,4.5,0.0,-52.12424278259277,-52.12424278259277,True,begin_hard_and_remain,"[182.87576293945312, 233.71163940429688]",235.0,8.0,lrKGCtSsAkA_4,lrKGCtSsAkA,0-2s,control,0,235.0
9,7.776083633303642,9.723916366696358,1.0,16.5,6.776083633303642,-6.776083633303642,False,approach_gt,"[10.776083946228027, 6.114064693450928]",4.0,0.5,mSF_FqBtRPs_1,mSF_FqBtRPs,2-5s,control,0,20.5
9,0.021225839853286743,11.978774160146713,3.0,9.0,-2.9787741601467133,2.9787741601467133,False,approach_neither,"[18.978775024414062, 15.712541580200195]",16.0,1.5,mWqH2xwjkYA_1,mWqH2xwjkYA,2-5s,control,0,7.0
6,18.178574919700623,0.8214250802993774,15.5,3.5,2.6785749197006226,-2.6785749197006226,False,begin_hard_and_remain,"[77.17857360839844, 79.09697723388672]",74.5,2.5,m_U506sf9p4_2,m_U506sf9p4,2-5s,harmful,1,78.0
6,7.178574919700623,20.178574919700623,4.5,17.5,-2.6785749197006226,-2.6785749197006226,False,approach_gt,"[77.17857360839844, 75.88935852050781]",74.5,3.5,m_U506sf9p4_3,m_U506sf9p4,2-5s,harmful,1,57.0
4,46.95207715034485,53.95207715034485,57.0,64.0,10.047922849655151,10.047922849655151,False,approach_neither,"[124.45207977294922, 137.4690399169922]",134.5,3.6666666666666665,m_U506sf9p4_4,m_U506sf9p4,2-5s,control,0,70.5
1,15.422431647777557,18.577568352222443,36.0,2.0,-16.577568352222443,20.577568352222443,True,begin_gt_move_hard,"[133.57757568359375, 116.78514099121094]",113.0,5.0,n-JyOqYSLQM_2,n-JyOqYSLQM,2-5s,control,1,115.0
0,156.25329679250717,120.25329679250717,182.5,146.5,26.24670320749283,26.24670320749283,False,begin_hard_and_remain,"[202.2532958984375, 233.38348388671875]",228.5,6.25,nLtNjMimLE0_1,nLtNjMimLE0,2-5s,harmful,1,82.0
9,24.66801205277443,11.83198794722557,36.5,0.0,-11.83198794722557,11.83198794722557,True,begin_hard_and_remain,"[13.831988334655762, 4.610721588134766]",2.0,1.3333333333333333,nU-AI3Cmc3M_1,nU-AI3Cmc3M,2-5s,harmful,0,2.0
9,25.1155456751585,3.3844543248414993,35.0,6.5,3.1155456751585007,9.8844543248415,False,begin_hard_and_remain,"[12.384454727172852, 5.397619247436523]",2.5,1.6666666666666667,nlC4UI4hZ60_2,nlC4UI4hZ60,2-5s,control,0,9.0
4,32.111429929733276,67.61142992973328,38.5,74.0,6.388570070266724,6.388570070266724,False,approach_neither,"[176.11143493652344, 190.09060668945312]",182.5,5.5,o7-X8DAToGc_1,o7-X8DAToGc,2-5s,control,1,108.5
1,32.02431607246399,0.024316072463989258,14.5,17.5,17.47568392753601,-17.52431607246399,False,approach_gt,"[134.02432250976562, 120.1280746459961]",116.5,7.5,o7-X8DAToGc_2,o7-X8DAToGc,2-5s,control,1,134.0
9,1.590283676981926,3.090283676981926,0.5,2.5,-0.590283676981926,-1.090283676981926,False,approach_gt,"[48.09028244018555, 37.04717254638672]",42.5,6.5,oN0IcZaHD_8_2,oN0IcZaHD_8,2-5s,control,0,45.0
9,16.548729330301285,15.548729330301285,1.0,0.0,-15.548729330301285,-15.548729330301285,True,begin_hard_and_remain,"[17.048728942871094, 7.525247573852539]",1.5,3.0,oNHCc_izsDE_1,oNHCc_izsDE,0-2s,harmful,0,1.5
7,5.291301906108856,43.791301906108856,0.5,5.5,-38.291301906108856,-4.791301906108856,False,approach_gt,"[60.29130172729492, 29.239646911621094]",22.0,4.666666666666667,os_2U4xqTqw_1,os_2U4xqTqw,2-5s,control,0,16.5
7,0.7086980938911438,41.791301906108856,3.5,33.5,-8.291301906108856,2.791301906108856,False,approach_neither,"[60.29130172729492, 50.99580764770508]",52.0,6.0,os_2U4xqTqw_2,os_2U4xqTqw,2-5s,control,0,18.5
6,18.683123618364334,20.683123618364334,2.0,4.0,-16.683123618364334,-16.683123618364334,False,approach_gt,"[81.18312072753906, 71.0416259765625]",64.5,9.0,os_2U4xqTqw_3,os_2U4xqTqw,0-2s,control,0,60.5
6,21.816876381635666,21.683123618364334,44.5,1.0,-20.683123618364334,22.683123618364334,True,begin_hard_and_remain,"[81.18312072753906, 57.392486572265625]",58.5,2.25,os_2U4xqTqw_4,os_2U4xqTqw,2-5s,harmful,0,59.5
7,15.606666564941406,11.106666564941406,2.5,2.0,-9.106666564941406,-13.106666564941406,True,begin_hard_and_remain,"[34.606666564941406, 26.284948348999023]",21.5,3.5,p9qRTh4BmSE_1,p9qRTh4BmSE,2-5s,harmful,1,23.5
9,8.91285514831543,7.58714485168457,16.0,0.5,-7.08714485168457,7.08714485168457,True,begin_hard_and_remain,"[20.58714485168457, 15.337090492248535]",13.5,10.5,p9qRTh4BmSE_2,p9qRTh4BmSE,2-5s,control,0,13.0
7,27.339010179042816,37.839010179042816,1.5,6.5,-31.339010179042816,-25.839010179042816,False,approach_gt,"[80.8390121459961, 62.1295051574707]",49.5,3.0,pCQEWAFGEjc_1,pCQEWAFGEjc,2-5s,control,0,43.0
1,54.42243164777756,108.57756835222244,67.5,95.5,-13.077568352222443,13.077568352222443,False,approach_neither,"[133.57757568359375, 114.9817886352539]",120.5,2.75,pCQEWAFGEjc_2,pCQEWAFGEjc,2-5s,harmful,1,25.0
4,25.388570070266724,46.611429929733276,40.0,32.0,-14.611429929733276,14.611429929733276,True,begin_gt_move_hard,"[176.11143493652344, 175.12667846679688]",161.5,4.5,pHYkWkZ4guE_3,pHYkWkZ4guE,2-5s,harmful,1,129.5
3,15.589343547821045,17.089343547821045,0.5,1.0,-16.089343547821045,-15.089343547821045,False,approach_gt,"[57.9106559753418, 72.80612182617188]",74.0,2.0,pI_kPedctoo_1,pI_kPedctoo,0-2s,control,0,75.0
0,14.38735157251358,19.11264842748642,6.0,27.5,8.38735157251358,-8.38735157251358,False,approach_gt,"[88.6126480102539, 97.8800277709961]",97.0,2.0,pO8kbg9IJnc_2,pO8kbg9IJnc,2-5s,control,0,69.5
0,2.3873515725135803,27.11264842748642,1.0,30.5,3.3873515725135803,-1.3873515725135803,False,approach_gt,"[88.6126480102539, 97.19554901123047]",92.0,2.0,pO8kbg9IJnc_3,pO8kbg9IJnc,2-5s,control,0,61.5
7,20.839010179042816,6.839010179042816,4.5,9.5,2.660989820957184,-16.339010179042816,False,approach_gt,"[80.8390121459961, 65.0674819946289]",64.5,5.25,paf0nyjg1Js_1,paf0nyjg1Js,2-5s,harmful,1,74.0
3,6.667285799980164,51.832714200019836,1.5,86.5,34.667285799980164,-5.167285799980164,False,approach_gt,"[227.8327178955078, 265.8336181640625]",262.5,5.0,paf0nyjg1Js_2,paf0nyjg1Js,2-5s,control,1,176.0
7,11.764166831970215,44.764166831970215,17.5,50.5,5.735833168029785,5.735833168029785,False,approach_neither,"[56.23583221435547, 46.94114303588867]",50.5,2.75,pgq2KPX5_SA_2,pgq2KPX5_SA,2-5s,harmful,1,101.0
3,37.50767707824707,147.99232292175293,1.0,184.5,36.50767707824707,-36.50767707824707,False,approach_gt,"[158.49232482910156, 196.896240234375]",195.0,3.0,pgq2KPX5_SA_4,pgq2KPX5_SA,2-5s,control,0,10.5
9,3.608669802546501,3.891330197453499,9.0,1.5,-2.391330197453499,5.391330197453499,True,begin_gt_move_hard,"[21.39133071899414, 14.306867599487305]",16.0,1.0,ptIksg9KEac_2,ptIksg9KEac,2-5s,control,0,17.5
9,103.1086698025465,2.608669802546501,110.0,9.5,6.891330197453499,6.891330197453499,False,begin_hard_and_remain,"[21.39133071899414, 14.752050399780273]",14.5,9.0,ptIksg9KEac_3,ptIksg9KEac,0-2s,control,0,24.0
9,3.859790548682213,133.6402094513178,13.0,150.5,16.859790548682213,9.140209451317787,False,approach_neither,"[26.859790802001953, 12.686077117919922]",10.0,4.0,q1ivQ_2fddk_3,q1ivQ_2fddk,2-5s,harmful,0,160.5
9,7.971898287534714,9.471898287534714,1.0,0.5,-8.971898287534714,-6.971898287534714,True,begin_gt_move_hard,"[9.971898078918457, 4.245495796203613]",1.0,1.0,q3SEOW2m4WY_1,q3SEOW2m4WY,2-5s,control,0,0.5
8,2.1442381739616394,27.64423817396164,0.5,26.0,-1.6442381739616394,-1.6442381739616394,False,approach_gt,"[29.644237518310547, 29.286163330078125]",28.0,2.0,q3SEOW2m4WY_3,q3SEOW2m4WY,0-2s,control,0,2.0
9,20.028101712465286,2.9718982875347137,26.0,3.0,0.028101712465286255,5.971898287534714,False,begin_hard_and_remain,"[9.971898078918457, 3.7385525703430176]",4.0,1.0,q3SEOW2m4WY_4,q3SEOW2m4WY,2-5s,control,0,7.0
9,65.90971632301807,2.090283676981926,75.0,7.0,4.909716323018074,9.090283676981926,False,begin_hard_and_remain,"[48.09028244018555, 34.50494384765625]",39.0,9.0,qeSl7YZAfs4_2,qeSl7YZAfs4,2-5s,harmful,0,46.0
3,55.332714200019836,108.83271420001984,98.5,152.0,43.167285799980164,43.167285799980164,False,approach_neither,"[227.8327178955078, 272.5710754394531]",271.0,2.5,r2KhpX_QgXA_1,r2KhpX_QgXA,2-5s,control,0,119.0
5,19.21735167503357,155.21735167503357,1.5,188.5,33.28264832496643,-17.71735167503357,False,approach_gt,"[167.21734619140625, 207.66065979003906]",200.5,0.75,rE6BJ0Bo4w4_3,rE6BJ0Bo4w4,2-5s,control,0,12.0
5,41.28264832496643,155.21735167503357,0.5,197.0,41.78264832496643,-40.78264832496643,False,approach_gt,"[167.21734619140625, 209.64596557617188]",209.0,3.3333333333333335,rE6BJ0Bo4w4_4,rE6BJ0Bo4w4,2-5s,control,0,12.0
5,61.23089921474457,138.76910078525543,42.0,158.0,19.230899214744568,-19.230899214744568,False,approach_gt,"[140.26910400390625, 165.53807067871094]",159.5,2.3333333333333335,rPkCYq4Zjwk_1,rPkCYq4Zjwk,2-5s,harmful,0,1.5
9,2.8500749617815018,16.6499250382185,2.0,7.5,-9.149925038218498,-0.8500749617815018,False,approach_gt,"[32.649925231933594, 21.961668014526367]",23.5,12.333333333333334,rPkCYq4Zjwk_2,rPkCYq4Zjwk,2-5s,control,0,16.0
7,5.5069791078567505,1.4930208921432495,1.5,5.5,4.0069791078567505,-4.0069791078567505,False,approach_gt,"[20.00697898864746, 17.5336856842041]",16.0,1.3333333333333333,riM7b5bJ9KQ_1,riM7b5bJ9KQ,2-5s,control,0,21.5
5,6.867421388626099,33.6325786113739,0.5,41.0,7.367421388626099,-6.367421388626099,False,approach_gt,"[51.1325798034668, 58.48942565917969]",58.5,2.5,riM7b5bJ9KQ_3,riM7b5bJ9KQ,2-5s,control,0,17.5
9,19.40881898999214,5.908818989992142,2.5,11.0,5.091181010007858,-16.90881898999214,False,approach_gt,"[20.9088191986084, 7.513497352600098]",4.0,2.0,rvtA7c1I4xo_1,rvtA7c1I4xo,2-5s,control,1,15.0
9,13.908818989992142,7.908818989992142,5.0,11.0,3.0911810100078583,-8.908818989992142,False,approach_gt,"[20.9088191986084, 6.859643936157227]",2.0,1.0,rvtA7c1I4xo_2,rvtA7c1I4xo,2-5s,harmful,0,13.0
7,2.3526042699813843,21.147395730018616,7.0,10.0,-11.147395730018616,4.647395730018616,False,approach_neither,"[35.147396087646484, 26.201440811157227]",24.0,5.0,rvtA7c1I4xo_3,rvtA7c1I4xo,2-5s,control,0,14.0
6,78.17351537942886,13.326484620571136,82.5,9.0,-4.3264846205711365,4.3264846205711365,True,begin_hard_and_remain,"[47.32648468017578, 48.00288009643555]",43.0,2.0,rvtA7c1I4xo_4,rvtA7c1I4xo,2-5s,harmful,0,34.0
7,7.609374761581421,33.10937476158142,0.5,7.5,-25.60937476158142,-7.109374761581421,False,approach_gt,"[81.109375, 58.25824737548828]",55.5,4.25,sTMKled6Q1M_1,sTMKled6Q1M,2-5s,control,0,48.0
3,20.905303478240967,64.40530347824097,21.5,2.5,-61.90530347824097,0.5946965217590332,True,begin_gt_move_hard,"[228.59469604492188, 287.303955078125]",290.5,3.0,sTMKled6Q1M_2,sTMKled6Q1M,2-5s,control,1,293.0
6,182.28503549098969,92.71496450901031,199.5,75.5,-17.214964509010315,17.214964509010315,True,begin_hard_and_remain,"[109.2149658203125, 95.82687377929688]",92.0,4.666666666666667,sTMKled6Q1M_3,sTMKled6Q1M,2-5s,harmful,0,16.5
0,15.526702582836151,6.026702582836151,17.0,7.5,1.4732974171638489,1.4732974171638489,False,begin_hard_and_remain,"[48.026702880859375, 49.514373779296875]",49.5,37.0,sVYTOURVsQ0_2,sVYTOURVsQ0,0-2s,control,1,42.0
9,9.901943117380142,3.901943117380142,0.5,5.5,1.5980568826198578,-9.401943117380142,False,approach_gt,"[11.90194320678711, 4.1702375411987305]",2.5,1.5,sl_Pxpc7beo_1,sl_Pxpc7beo,2-5s,control,0,8.0
9,5.776083633303642,1.7239163666963577,1.5,9.0,7.276083633303642,-4.276083633303642,False,approach_gt,"[10.776083946228027, 3.6962854862213135]",3.5,1.5,sqsI2UyrcBQ_1,sqsI2UyrcBQ,2-5s,harmful,0,12.5
0,0.8880002498626709,2.388000249862671,0.5,3.0,0.6119997501373291,-0.3880002498626709,False,approach_gt,"[100.11199951171875, 108.95303344726562]",105.5,2.3333333333333335,szkiW0GXEOI_1,szkiW0GXEOI,2-5s,control,0,102.5
7,3.1733853220939636,23.673385322093964,1.0,19.5,-4.173385322093964,-2.1733853220939636,False,approach_gt,"[32.17338562011719, 29.7442569732666]",28.0,12.0,t1hj7se76wQ_2,t1hj7se76wQ,2-5s,control,0,8.5
7,7.326614677906036,12.673385322093964,7.5,12.5,-0.17338532209396362,0.17338532209396362,False,approach_neither,"[32.17338562011719, 32.19990158081055]",32.0,5.0,t1hj7se76wQ_3,t1hj7se76wQ,2-5s,control,0,19.5
3,25.733598113059998,112.73359811306,67.5,154.5,41.76640188694,41.76640188694,False,approach_neither,"[189.7335968017578, 232.0063018798828]",231.5,2.25,t4prXmPwthg_2,t4prXmPwthg,2-5s,harmful,1,77.0
6,0.7747624218463898,6.22523757815361,0.5,7.5,1.2747624218463898,-0.27476242184638977,False,approach_gt,"[38.22523880004883, 40.044044494628906]",39.5,1.75,tIM-H2rdq8U_2,tIM-H2rdq8U,2-5s,control,0,32.0
7,40.1117188334465,3.1117188334465027,42.5,5.5,2.3882811665534973,2.3882811665534973,False,begin_hard_and_remain,"[28.388280868530273, 27.157352447509766]",26.0,6.0,tIM-H2rdq8U_3,tIM-H2rdq8U,0-2s,control,0,31.5
5,35.55298316478729,26.052983164787292,52.0,42.5,16.447016835212708,16.447016835212708,False,begin_hard_and_remain,"[72.55298614501953, 88.24604797363281]",89.0,3.0,tIM-H2rdq8U_4,tIM-H2rdq8U,2-5s,control,1,46.5
9,33.384155213832855,18.384155213832855,0.0,15.0,-3.3841552138328552,-33.384155213832855,False,approach_gt,"[35.3841552734375, 8.057419776916504]",2.0,1.0,taYKM1OSTwE_1,taYKM1OSTwE,2-5s,control,0,17.0
9,116.11584478616714,25.384155213832855,149.0,7.5,-17.884155213832855,32.884155213832855,True,begin_hard_and_remain,"[35.3841552734375, 9.798121452331543]",2.5,5.0,taYKM1OSTwE_2,taYKM1OSTwE,0-2s,harmful,1,10.0
9,16.031240537762642,9.031240537762642,0.5,7.5,-1.531240537762642,-15.531240537762642,False,approach_gt,"[17.531240463256836, 4.671367168426514]",1.0,0.6666666666666666,tfOIhQpYYe8_1,tfOIhQpYYe8,2-5s,control,0,8.5
9,5.968759462237358,4.531240537762642,15.0,4.5,-0.031240537762641907,9.031240537762642,True,begin_hard_and_remain,"[17.531240463256836, 7.134688854217529]",8.5,2.3333333333333335,tfOIhQpYYe8_2,tfOIhQpYYe8,2-5s,harmful,1,13.0
9,43.590283676981926,46.590283676981926,2.0,1.0,-45.590283676981926,-41.590283676981926,True,begin_gt_move_hard,"[48.09028244018555, 12.851053237915039]",2.5,1.6666666666666667,tjCNwdOUiGc_1,tjCNwdOUiGc,2-5s,harmful,0,1.5
6,16.649085372686386,106.35091462731361,20.0,103.0,-3.350914627313614,3.350914627313614,False,approach_neither,"[108.85091400146484, 105.75847625732422]",105.5,10.333333333333334,tjCNwdOUiGc_4,tjCNwdOUiGc,2-5s,control,1,2.5
0,29.539676129817963,3.0396761298179626,26.5,0.0,-3.0396761298179626,-3.0396761298179626,True,begin_hard_and_remain,"[181.9603271484375, 191.40135192871094]",185.0,8.0,twFypUcdgRc_3,twFypUcdgRc,0-2s,control,1,185.0
3,224.59469652175903,0.5946965217590332,267.0,43.0,42.40530347824097,42.40530347824097,False,begin_hard_and_remain,"[228.59469604492188, 277.613037109375]",271.0,1.5,txeXrpoMST4_1,txeXrpoMST4,2-5s,control,0,228.0
3,7.905303478240967,1.0946965217590332,24.5,43.0,41.90530347824097,16.594696521759033,False,approach_neither,"[228.59469604492188, 276.20550537109375]",270.5,1.25,txeXrpoMST4_4,txeXrpoMST4,2-5s,control,1,227.5
0,32.75329679250717,5.746703207492828,27.5,1.0,-4.746703207492828,-5.253296792507172,True,begin_hard_and_remain,"[202.2532958984375, 212.88308715820312]",209.0,10.0,uJzAf4PaExI_2,uJzAf4PaExI,0-2s,control,1,208.0
0,4.253296792507172,4.746703207492828,9.5,0.5,-4.246703207492828,5.246703207492828,True,begin_gt_move_hard,"[202.2532958984375, 210.56777954101562]",207.5,3.25,uJzAf4PaExI_3,uJzAf4PaExI,2-5s,harmful,1,207.0
0,12.746703207492828,52.25329679250717,7.0,72.0,19.74670320749283,-5.746703207492828,False,approach_gt,"[202.2532958984375, 225.25347900390625]",222.0,8.0,uY4fe5DT1gI_1,uY4fe5DT1gI,2-5s,harmful,1,150.0
9,168.90971632301807,19.090283676981926,199.5,11.5,-7.590283676981926,30.590283676981926,True,begin_hard_and_remain,"[48.09028244018555, 24.3780574798584]",17.5,13.5,uY4fe5DT1gI_2,uY4fe5DT1gI,2-5s,control,1,29.0
7,6.748645901679993,9.251354098320007,16.5,0.5,-8.751354098320007,9.751354098320007,True,begin_gt_move_hard,"[23.251354217529297, 16.706857681274414]",13.5,1.5,uhSDBwVrEdo_2,uhSDBwVrEdo,2-5s,control,0,14.0
4,1.9756081700325012,2.024391829967499,14.0,18.0,15.975608170032501,12.024391829967499,False,approach_neither,"[175.52439880371094, 197.2786865234375]",191.5,3.25,up2PpjTzyyc_1,up2PpjTzyyc,2-5s,control,1,173.5
7,46.16911441087723,31.330885589122772,27.5,50.0,18.669114410877228,-18.669114410877228,False,approach_gt,"[58.66911315917969, 46.779544830322266]",40.0,10.0,vfNKduToki4_1,vfNKduToki4,0-2s,harmful,1,90.0
6,9.374833792448044,14.874833792448044,5.0,10.5,-4.374833792448044,-4.374833792448044,False,approach_gt,"[49.87483215332031, 46.372764587402344]",45.5,1.6666666666666667,vigslb0kClE_2,vigslb0kClE,2-5s,harmful,1,35.0
9,8.395366355776787,48.89536635577679,0.0,58.5,9.604633644223213,-8.395366355776787,False,approach_gt,"[20.104633331298828, 10.466205596923828]",10.5,3.0,vruDH_YLaPI_1,vruDH_YLaPI,0-2s,harmful,0,69.0
9,3.895366355776787,1.1046336442232132,1.0,7.0,5.895366355776787,-2.895366355776787,False,approach_gt,"[20.104633331298828, 13.599846839904785]",12.0,2.0,vruDH_YLaPI_2,vruDH_YLaPI,2-5s,control,0,19.0
4,3.1202375292778015,60.3797624707222,2.0,61.5,1.1202375292778015,-1.1202375292778015,False,approach_gt,"[73.3797607421875, 77.65100860595703]",74.5,5.0,vruDH_YLaPI_3,vruDH_YLaPI,0-2s,control,0,13.0
6,69.0261165201664,20.026116520166397,50.0,1.0,-19.026116520166397,-19.026116520166397,True,begin_hard_and_remain,"[103.02611541748047, 92.5251693725586]",84.0,5.0,wAZrOPvul4Y_1,wAZrOPvul4Y,2-5s,harmful,1,83.0
9,8.909716323018074,46.590283676981926,3.5,7.0,-39.590283676981926,-5.409716323018074,False,approach_gt,"[48.09028244018555, 15.386844635009766]",8.5,3.75,wBs02amFGXs_2,wBs02amFGXs,2-5s,harmful,0,1.5
7,8.152447998523712,5.152447998523712,10.5,7.5,2.347552001476288,2.347552001476288,False,begin_hard_and_remain,"[27.847551345825195, 25.996044158935547]",25.5,4.5,wnqUgK_-fo4_1,wnqUgK_-fo4,2-5s,control,1,33.0
