qid,query,duration,vid,relevant_windows,gt_duration_sec,gt_union_duration_sec,gt_count,query_word_count,query_char_count,gt_duration_bin_fine,gt_duration_bin_broad,normalized_gt_width,r1_iou05,r1_iou07,oracle10_iou05,oracle10_iou07,final_width_sec,final_center_sec,center_error_sec,oracle10_best_iou,initial_width_norm_median,initial_width_sec_median,initial_width_gt_ratio_median,initial_width_gt_ratio_nearest_center,initial_nearest_center_error_sec,valid_tokens,gt_token_count,gt_token_fraction,best_gt_saliency,mean_gt_saliency,best_false_saliency,gt_vs_false_margin,gt_saliency_percentile,gt_saliency_rank,false_peaks_above_gt,false_peak_count,high_saliency_distractor_peak_count,nearby_best_saliency,gt_vs_nearby_margin,random_negative_best_mean,gt_vs_random_negative_margin,top1_gt_token,top3_gt_token,top5_gt_token,top10_gt_token,gt_token_center_sec,audio_duration_sec,qd_top1_center_hit_le_2s,short_failure_iou07,final_width_gt_ratio,qd_top1_center_sec,final_center_error_sec,audio_duration_group,audio_duration_group_threshold_sec,gt_count_bin,query_word_bin
vigslb0kClE_2,"Amid sheep and birds calling, something gets hammered, a dog whines, and people chat",137,vigslb0kClE,"[[28, 31], [39, 42]]",3.0,6.0,2,14,84,3-5s,2-5s,0.021897810218978103,0.0,0.0,0.0,0.0,6.0,45.0,4.5,0.14285714285714285,0.5116411935411949,70.0948435151437,23.36494783838123,38.41647303528437,3.4600496374719754,137.0,6.0,0.043795620437956206,-10.946098327636719,-11.238716125488281,-10.710042953491211,-0.2360553741455078,0.9635036496350365,6.0,5.0,38.0,6.0,-10.710042953491211,-0.2360553741455078,-11.329343538284302,0.38324521064758343,0.0,0.0,0.0,1.0,35.0,137.0,0.0,1.0,2.0,45.0,4.5,shorter_or_equal_audio,188.5,2,11-15w
vigslb0kClE_3,"Amid sheep and birds calling, blades scrape",137,vigslb0kClE,"[[96, 106]]",10.0,10.0,1,7,43,10-20s,10s+,0.072992700729927,0.0,0.0,0.0,0.0,5.0,40.5,60.5,0.4166666666666667,0.5116411935411949,70.0948435151437,7.009484351514369,8.115379016930891,0.16913138993857046,137.0,10.0,0.072992700729927,-12.085348129272461,-12.491885375976562,-11.05156135559082,-1.0337867736816406,0.6788321167883211,45.0,44.0,40.0,9.0,-12.261025428771973,0.17567729949951172,-11.535152940750121,-0.5501951885223395,0.0,0.0,0.0,0.0,101.0,137.0,0.0,1.0,0.5,40.5,60.5,not_short_primary,nan,1,6-10w
vruDH_YLaPI_1,A man is talking,125,vruDH_YLaPI,"[[10, 11], [28, 29]]",1.0,2.0,2,4,16,1-2s,0-2s,0.008,0.0,0.0,1.0,0.0,3.0,10.5,0.0,0.5,0.5116411935411949,63.95514919264936,63.95514919264936,105.15457947614334,5.295575148291988,125.0,2.0,0.016,-8.729734420776367,-8.845541954040527,-10.0147705078125,1.2850360870361328,1.0,1.0,0.0,39.0,8.0,-10.342248916625977,1.6125144958496094,-11.583334007263183,2.8535995864868156,1.0,1.0,1.0,1.0,19.5,125.0,1.0,1.0,3.0,10.5,0.0,shorter_or_equal_audio,213.0,2,0-5w
vruDH_YLaPI_2,Small objects drop,125,vruDH_YLaPI,"[[12, 14], [23, 25], [29, 31], [37, 40], [47, 49]]",3.0,11.0,5,3,18,3-5s,2-5s,0.024,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.3333333333333333,0.5116411935411949,63.95514919264936,21.31838306421645,35.122641641166716,2.4937603880610624,125.0,11.0,0.088,-10.915754318237305,-11.756407390941273,-11.786967277526855,0.8712129592895508,1.0,1.0,0.0,31.0,4.0,-11.786967277526855,0.8712129592895508,-11.998461179733276,1.0827068614959714,1.0,1.0,1.0,1.0,31.40909090909091,125.0,1.0,1.0,2.0,12.0,1.0,shorter_or_equal_audio,188.5,3+,0-5w
vruDH_YLaPI_3,A gun slide is operated,125,vruDH_YLaPI,"[[76, 77]]",1.0,1.0,1,5,23,1-2s,0-2s,0.008,0.0,0.0,0.0,0.0,5.0,74.5,2.0,0.2,0.5116411935411949,63.95514919264936,63.95514919264936,9.267344199066995,3.1202353101577103,125.0,1.0,0.008,-11.619146347045898,-11.619146347045898,-11.1470365524292,-0.4721097946166992,0.912,12.0,11.0,33.0,8.0,-11.522407531738281,-0.09673881530761719,-12.118632802963257,0.4994864559173582,0.0,0.0,0.0,0.0,76.5,125.0,1.0,1.0,5.0,74.5,2.0,shorter_or_equal_audio,213.0,1,0-5w
vruDH_YLaPI_4,Gunfire erupts,125,vruDH_YLaPI,"[[83, 114]]",31.0,31.0,1,2,14,20s+,10s+,0.248,0.0,0.0,0.0,0.0,7.0,88.5,10.0,0.2903225806451613,0.5116411935411949,63.95514919264936,2.0630693287951405,1.9799361639766724,3.2522101273158768,125.0,31.0,0.248,-10.983112335205078,-11.249178578776698,-10.982789993286133,-0.0003223419189453125,0.992,2.0,1.0,25.0,3.0,-11.150373458862305,0.16726112365722656,-11.046560478210449,0.06344814300537038,0.0,1.0,1.0,1.0,98.5,125.0,0.0,1.0,0.22580645161290322,88.5,10.0,not_short_primary,nan,1,0-5w
wAZrOPvul4Y_1,A button clicks,283,wAZrOPvul4Y,"[[33, 35]]",2.0,2.0,1,3,15,2-3s,2-5s,0.007067137809187279,0.0,0.0,0.0,0.0,10.0,84.0,50.0,0.2,0.5116411935411949,144.79445777215815,72.39722888607908,94.82313368912713,11.516889077885835,283.0,2.0,0.007067137809187279,-11.753632545471191,-11.943443775177002,-11.14389705657959,-0.6097354888916016,0.8268551236749117,50.0,49.0,93.0,20.0,-11.227975845336914,-0.5256567001342773,-12.015572443008423,0.261939897537232,0.0,0.0,0.0,0.0,34.0,283.0,0.0,1.0,5.0,84.0,50.0,longer_audio,188.5,1,0-5w
wAZrOPvul4Y_2,Music plays as a man speaks and plastic rustles,283,wAZrOPvul4Y,"[[76, 87], [130, 145], [147, 180], [113, 117], [120, 122], [125, 127]]",33.0,67.0,6,9,47,20s+,10s+,0.1166077738515901,0.0,0.0,0.0,0.0,11.0,74.5,7.0,0.4,0.5116411935411949,144.79445777215815,4.38771084158055,2.7678257056793023,0.4296043680875954,283.0,67.0,0.23674911660777384,-11.125188827514648,-12.378782215403087,-10.937236785888672,-0.18795204162597656,0.9681978798586572,10.0,9.0,65.0,14.0,-11.30885124206543,0.18366241455078125,-11.005010223388672,-0.12017860412597692,0.0,0.0,0.0,1.0,138.93283582089552,283.0,0.0,1.0,0.3333333333333333,74.5,7.0,not_short_primary,nan,3+,6-10w
wBs02amFGXs_1,Wings flap as pigeons coo,299,wBs02amFGXs,"[[10, 16], [265, 269], [19, 21], [187, 189], [197, 205], [216, 221], [243, 245], [248, 250], [282, 284], [289, 292]]",8.0,36.0,10,5,25,5-10s,5-10s,0.026755852842809364,0.0,0.0,0.0,0.0,10.0,55.0,35.0,0.38461538461538464,0.5116411935411949,152.98071686881727,19.12258960860216,7.0764535509714515,1.253305353865386,299.0,36.0,0.12040133779264214,-11.426460266113281,-11.97917111714681,-10.891654968261719,-0.5348052978515625,0.9297658862876255,22.0,21.0,74.0,13.0,-11.073928833007812,-0.35253143310546875,-11.102278938293457,-0.324181327819824,0.0,0.0,0.0,0.0,185.72222222222223,299.0,0.0,1.0,1.25,55.0,35.0,not_short_primary,nan,3+,0-5w
wBs02amFGXs_2,A rooster crows and pigeons coo,299,wBs02amFGXs,"[[30, 34], [3, 7], [55, 59]]",4.0,12.0,3,6,31,3-5s,2-5s,0.013377926421404682,0.0,0.0,0.0,0.0,15.0,8.5,3.5,0.26666666666666666,0.5116411935411949,152.98071686881727,38.24517921720432,50.09207945768377,8.909717900042878,299.0,12.0,0.04013377926421405,-10.116442680358887,-10.593722979227701,-10.285331726074219,0.16888904571533203,1.0,1.0,0.0,87.0,8.0,-10.285331726074219,0.16888904571533203,-10.822369441986083,0.7059267616271967,1.0,1.0,1.0,1.0,31.333333333333332,299.0,0.0,1.0,3.75,8.5,3.5,longer_audio,188.5,3+,6-10w
wFiCblfZ-vg_1,Singing rises as drums beat,162,wFiCblfZ-vg,"[[0, 12], [138, 163]]",25.0,37.0,2,5,27,20s+,10s+,0.15432098765432098,1.0,0.0,1.0,0.0,6.0,5.0,1.0,0.5,0.5116411935411949,82.88587335367357,3.315434934146943,4.3424304332547266,20.055604348471753,162.0,36.0,0.2222222222222222,-11.529376029968262,-12.77092499203152,-11.83835506439209,0.3089790344238281,1.0,1.0,0.0,38.0,6.0,-12.317267417907715,0.7878913879394531,-11.98531141281128,0.45593538284301793,1.0,1.0,1.0,1.0,102.0,162.0,1.0,1.0,0.24,5.0,1.0,not_short_primary,nan,2,0-5w
wFiCblfZ-vg_2,"A man's voice and singing voices are playing, along with the sound of drums and waves",162,wFiCblfZ-vg,"[[4, 12], [138, 149]]",11.0,19.0,2,16,85,10-20s,10s+,0.06790123456790123,1.0,0.0,1.0,0.0,12.0,7.0,1.0,0.6666666666666666,0.5116411935411949,82.88587335367357,7.5350793957885065,9.869160075578923,18.055604348471753,162.0,19.0,0.11728395061728394,-10.374059677124023,-10.827057185925936,-10.519877433776855,0.14581775665283203,1.0,1.0,0.0,44.0,4.0,-10.519877433776855,0.14581775665283203,-10.713840341567993,0.33978066444396937,1.0,1.0,1.0,1.0,86.44736842105263,162.0,1.0,1.0,1.0909090909090908,7.0,1.0,not_short_primary,nan,2,16w+
wFiCblfZ-vg_3,A man talks as waves roll,162,wFiCblfZ-vg,"[[12, 149]]",137.0,137.0,1,6,25,20s+,10s+,0.845679012345679,0.0,0.0,1.0,1.0,8.0,8.0,72.5,0.8321167883211679,0.5116411935411949,82.88587335367357,0.6050063748443326,0.629385630535915,3.0424688882800552,162.0,137.0,0.845679012345679,-11.559714317321777,-12.024200425530871,-11.510156631469727,-0.04955768585205078,0.9814814814814815,4.0,3.0,8.0,2.0,-11.510156631469727,-0.04955768585205078,-11.510156631469727,-0.04955768585205078,0.0,0.0,1.0,1.0,80.5,162.0,0.0,1.0,0.058394160583941604,8.0,72.5,not_short_primary,nan,1,6-10w
wNiYSYJXssA_1,A man speaks through a microphone as cheers and applause rise from the crowd,299,wNiYSYJXssA,"[[5, 94], [108, 119]]",89.0,100.0,2,14,76,20s+,10s+,0.2976588628762542,0.0,0.0,0.0,0.0,12.0,236.0,122.5,0.14606741573033707,0.5116411935411949,152.98071686881727,1.718884459200194,2.251329413828484,1.4097179000428781,299.0,100.0,0.33444816053511706,-10.965808868408203,-11.848850183486938,-10.886874198913574,-0.0789346694946289,0.9498327759197325,16.0,15.0,60.0,15.0,-11.333481788635254,0.3676729202270508,-10.901194019317627,-0.06461484909057624,0.0,0.0,0.0,0.0,56.54,299.0,0.0,1.0,0.1348314606741573,236.0,122.5,not_short_primary,nan,2,11-15w
wNiYSYJXssA_2,Shouts from the crowd,299,wNiYSYJXssA,"[[277, 281], [184, 191], [8, 16], [230, 232], [209, 217], [237, 244], [28, 40], [56, 62], [66, 72]]",12.0,60.0,9,4,21,10-20s,10s+,0.04013377926421405,0.0,0.0,1.0,0.0,13.0,62.5,3.5,0.5384615384615384,0.5116411935411949,152.98071686881727,12.74839307240144,12.234685535933183,3.1672866245395994,299.0,60.0,0.20066889632107024,-9.927535057067871,-10.544154580434164,-10.035564422607422,0.10802936553955078,1.0,1.0,0.0,71.0,12.0,-10.035564422607422,0.10802936553955078,-10.090866756439208,0.16333169937133718,1.0,1.0,1.0,1.0,125.83333333333333,299.0,0.0,1.0,1.0833333333333333,62.5,3.5,not_short_primary,nan,3+,0-5w
wbPmnxCLoRQ_1,Bells chime in a steady rhythm,299,wbPmnxCLoRQ,"[[19, 50]]",31.0,31.0,1,6,30,20s+,10s+,0.10367892976588629,1.0,0.0,1.0,0.0,48.0,41.0,6.5,0.6458333333333334,0.5116411935411949,152.98071686881727,4.934861834477976,6.463494123572099,13.590282099957122,299.0,31.0,0.10367892976588629,-9.959177017211914,-10.299175754670173,-10.16425895690918,0.20508193969726562,1.0,1.0,0.0,87.0,3.0,-10.285682678222656,0.3265056610107422,-10.724603281021118,0.7654262638092035,1.0,1.0,1.0,1.0,34.5,299.0,0.0,1.0,1.5483870967741935,41.0,6.5,not_short_primary,nan,1,6-10w
wbPmnxCLoRQ_2,A woman speaks while a car passes,299,wbPmnxCLoRQ,"[[66, 71]]",5.0,5.0,1,7,33,5-10s,5-10s,0.016722408026755852,0.0,0.0,0.0,0.0,42.0,94.0,25.5,0.2,0.5116411935411949,152.98071686881727,30.596143373763454,50.30595082138698,12.339015754714438,299.0,5.0,0.016722408026755852,-11.146080017089844,-11.35172233581543,-10.978610038757324,-0.16746997833251953,0.9832775919732442,6.0,5.0,93.0,18.0,-11.238388061523438,0.09230804443359375,-11.341434993743896,0.19535497665405188,0.0,0.0,0.0,1.0,68.5,299.0,0.0,1.0,8.4,94.0,25.5,not_short_primary,nan,1,6-10w
wbPmnxCLoRQ_3,A man speaks while music plays,299,wbPmnxCLoRQ,"[[164, 201]]",37.0,37.0,1,6,30,20s+,10s+,0.12374581939799331,1.0,1.0,1.0,1.0,44.0,176.0,6.5,0.723404255319149,0.5116411935411949,152.98071686881727,4.134613969427494,0.5991212790315744,6.975602861897244,299.0,37.0,0.12374581939799331,-11.661170959472656,-11.7833850448196,-11.5438814163208,-0.11728954315185547,0.7558528428093646,74.0,73.0,82.0,16.0,-11.684709548950195,0.023538589477539062,-11.567193489074707,-0.09397747039794879,0.0,0.0,0.0,0.0,182.5,299.0,0.0,0.0,1.1891891891891893,176.0,6.5,not_short_primary,nan,1,6-10w
wnqUgK_-fo4_1,Firecrackers are going off while people are shouting and sheep are bleating,103,wnqUgK_-fo4,"[[35, 37], [44, 45]]",2.0,3.0,2,12,75,2-3s,2-5s,0.019417475728155338,0.0,0.0,0.0,0.0,10.0,25.0,11.0,0.2857142857142857,0.5116411935411949,52.69904293474307,26.349521467371535,43.41158506848206,1.4971414402376908,103.0,3.0,0.02912621359223301,-10.717784881591797,-10.785639444986979,-10.460426330566406,-0.2573585510253906,0.6893203883495146,33.0,32.0,31.0,7.0,-10.460426330566406,-0.2573585510253906,-10.678811979293823,-0.03897290229797434,0.0,0.0,0.0,0.0,38.833333333333336,103.0,0.0,1.0,5.0,25.0,11.0,shorter_or_equal_audio,188.5,2,11-15w
wnqUgK_-fo4_2,Firecrackers are going off while people are shouting and bells are jingling,103,wnqUgK_-fo4,"[[40, 50]]",10.0,10.0,1,12,75,10-20s,10s+,0.0970873786407767,0.0,0.0,0.0,0.0,15.0,14.5,30.5,0.45454545454545453,0.5116411935411949,52.69904293474307,5.2699042934743066,3.32432493766924,1.0150150173605041,103.0,10.0,0.0970873786407767,-10.558856964111328,-10.819546794891357,-10.401554107666016,-0.1573028564453125,0.8252427184466019,19.0,18.0,31.0,8.0,-10.64135456085205,0.08249759674072266,-10.476630430221558,-0.08222653388977008,0.0,0.0,0.0,0.0,45.0,103.0,0.0,1.0,1.5,14.5,30.5,not_short_primary,nan,1,11-15w
woadpeAGHUQ_1,Engines are running while steam hisses and a door closes,97,woadpeAGHUQ,"[[2, 3]]",1.0,1.0,1,10,56,1-2s,0-2s,0.010309278350515464,0.0,0.0,1.0,0.0,2.0,1.0,1.5,0.5,0.5116411935411949,49.6291957734959,49.6291957734959,65.0024308681649,13.10119519630716,97.0,1.0,0.010309278350515464,-11.836227416992188,-11.836227416992188,-11.703763961791992,-0.1324634552001953,0.9896907216494846,2.0,1.0,30.0,5.0,-11.703763961791992,-0.1324634552001953,-13.197799396514892,1.3615719795227044,0.0,1.0,1.0,1.0,2.5,97.0,1.0,1.0,2.0,1.0,1.5,shorter_or_equal_audio,213.0,1,6-10w
woadpeAGHUQ_2,Engines are running while an alarm is sounding,97,woadpeAGHUQ,"[[4, 97]]",93.0,93.0,1,8,46,20s+,10s+,0.9587628865979382,0.0,0.0,1.0,1.0,10.0,5.0,45.5,0.8387096774193549,0.5116411935411949,49.6291957734959,0.5336472663816764,0.5551510450147202,4.121107914587434,97.0,93.0,0.9587628865979382,-11.722904205322266,-12.270265886860509,-11.48620319366455,-0.23670101165771484,0.9896907216494846,2.0,1.0,2.0,2.0,-11.48620319366455,-0.23670101165771484,-11.48620319366455,-0.23670101165771484,0.0,1.0,1.0,1.0,50.5,97.0,0.0,1.0,0.10752688172043011,5.0,45.5,not_short_primary,nan,1,6-10w
x5AH2gW_8S4_1,Wings flap,110,x5AH2gW_8S4,"[[9, 11], [61, 62], [13, 14], [73, 75], [85, 86], [89, 94]]",5.0,12.0,6,2,10,5-10s,5-10s,0.045454545454545456,0.0,0.0,1.0,0.0,5.0,59.5,2.0,0.5,0.5116411935411949,56.28053128953143,11.256106257906286,4.165404096892894,0.40757053152238143,110.0,12.0,0.10909090909090909,-10.84057331085205,-11.137640396753946,-10.717475891113281,-0.12309741973876953,0.9727272727272728,4.0,3.0,33.0,8.0,-10.747913360595703,-0.09265995025634766,-10.868940000534058,0.028366689682007618,0.0,0.0,1.0,1.0,65.5,110.0,1.0,1.0,1.0,59.5,2.0,not_short_primary,nan,3+,0-5w
x5AH2gW_8S4_2,A whistle sounds as wings flap,110,x5AH2gW_8S4,"[[74, 75]]",1.0,1.0,1,6,30,1-2s,0-2s,0.00909090909090909,0.0,0.0,0.0,0.0,4.0,86.0,11.5,0.0,0.5116411935411949,56.28053128953143,56.28053128953143,20.827020484464473,0.09242946847761857,110.0,1.0,0.00909090909090909,-11.214059829711914,-11.214059829711914,-10.733779907226562,-0.48027992248535156,0.8272727272727273,20.0,19.0,36.0,8.0,-11.238052368164062,0.023992538452148438,-11.445066709518432,0.23100687980651813,0.0,0.0,0.0,0.0,74.5,110.0,0.0,1.0,4.0,86.0,11.5,shorter_or_equal_audio,213.0,1,6-10w
x5AH2gW_8S4_3,Pigeons coo as a whistle sounds,110,x5AH2gW_8S4,"[[27, 46], [64, 71], [76, 82], [94, 101], [108, 109]]",19.0,40.0,5,6,31,10-20s,10s+,0.17272727272727273,0.0,0.0,1.0,1.0,4.0,19.0,17.5,0.8333333333333334,0.5116411935411949,56.28053128953143,2.9621332257648123,3.4294725004318027,1.959091584720852,110.0,40.0,0.36363636363636365,-10.689311027526855,-11.21981782913208,-10.253266334533691,-0.43604469299316406,0.990909090909091,2.0,1.0,23.0,6.0,-10.694705963134766,0.005394935607910156,-10.427198514938354,-0.26211251258850154,0.0,1.0,1.0,1.0,60.775,110.0,0.0,1.0,0.21052631578947367,19.0,17.5,not_short_primary,nan,3+,6-10w
xBZnvfniA1c_1,Upbeat music plays,199,xBZnvfniA1c,"[[0, 10]]",10.0,10.0,1,3,18,10-20s,10s+,0.05025125628140704,1.0,1.0,1.0,1.0,10.0,5.0,0.0,1.0,0.5116411935411949,101.81659751469778,10.181659751469777,13.335550250273002,27.006575712011596,199.0,10.0,0.05025125628140704,-9.977363586425781,-10.266584873199463,-10.234457015991211,0.2570934295654297,1.0,1.0,0.0,60.0,8.0,-10.234457015991211,0.2570934295654297,-11.0301446723938,1.052781085968018,1.0,1.0,1.0,1.0,5.0,199.0,1.0,0.0,1.0,5.0,0.0,not_short_primary,nan,1,0-5w
xBZnvfniA1c_2,A girl talks as people chat and various sounds fill the air,199,xBZnvfniA1c,"[[39, 40], [108, 109], [193, 199]]",6.0,8.0,3,12,59,5-10s,5-10s,0.03015075376884422,0.0,0.0,0.0,0.0,17.0,173.5,22.5,0.3333333333333333,0.5116411935411949,101.81659751469778,16.969432919116297,22.225917083788335,7.493424287988404,199.0,8.0,0.04020100502512563,-11.759313583374023,-11.992102146148682,-11.500602722167969,-0.2587108612060547,0.8944723618090452,22.0,21.0,65.0,16.0,-11.736473083496094,-0.022840499877929688,-11.726571655273437,-0.03274192810058629,0.0,0.0,0.0,0.0,165.5,199.0,0.0,1.0,2.8333333333333335,173.5,22.5,not_short_primary,nan,3+,11-15w
xBZnvfniA1c_3,A man and a woman talk as people chat and various sounds fill the air,199,xBZnvfniA1c,"[[68, 83], [142, 156], [182, 184], [190, 191]]",15.0,32.0,4,15,69,10-20s,10s+,0.07537688442211055,0.0,0.0,1.0,0.0,27.0,173.5,9.5,0.5714285714285714,0.5116411935411949,101.81659751469778,6.7877731676465185,7.858688196444026,2.5376434058231894,199.0,32.0,0.16080402010050251,-12.09164047241211,-12.229830980300903,-11.901565551757812,-0.19007492065429688,0.9547738693467337,10.0,9.0,52.0,14.0,-12.094039916992188,0.002399444580078125,-12.016197509765625,-0.07544296264648409,0.0,0.0,0.0,1.0,117.96875,199.0,0.0,1.0,1.8,173.5,9.5,not_short_primary,nan,3+,11-15w
xQDq3A4Zfbo_1,"As the wind blows, a woman speaks",252,xQDq3A4Zfbo,"[[3, 25], [52, 53], [74, 76], [99, 102]]",22.0,28.0,4,7,33,20s+,10s+,0.0873015873015873,1.0,1.0,1.0,1.0,18.0,16.0,2.0,0.8181818181818182,0.5116411935411949,128.9335807723811,5.860617307835505,9.635983282904773,6.86812050104335,252.0,28.0,0.1111111111111111,-9.759202003479004,-10.385716812951225,-9.878246307373047,0.11904430389404297,1.0,1.0,0.0,64.0,2.0,-9.878246307373047,0.11904430389404297,-10.562232370376586,0.8030303668975822,1.0,1.0,1.0,1.0,29.0,252.0,1.0,0.0,0.8181818181818182,16.0,2.0,not_short_primary,nan,3+,6-10w
xUWSHYoslPQ_1,Ice clinks as a man talks,115,xUWSHYoslPQ,"[[5, 10], [36, 38]]",5.0,7.0,2,6,25,5-10s,5-10s,0.043478260869565216,1.0,0.0,1.0,0.0,10.0,9.0,1.5,0.5,0.5116411935411949,58.83873725723741,11.767747451447482,19.38769818592403,4.865740442983828,115.0,7.0,0.06086956521739131,-11.0289306640625,-11.544689450945173,-10.782790184020996,-0.2461404800415039,0.991304347826087,2.0,1.0,34.0,6.0,-10.782790184020996,-0.2461404800415039,-11.4198921585083,0.39096149444580064,0.0,1.0,1.0,1.0,15.928571428571429,115.0,1.0,1.0,2.0,9.0,1.5,not_short_primary,nan,2,6-10w
xUWSHYoslPQ_2,Water flows as a man talks,115,xUWSHYoslPQ,"[[32, 36]]",4.0,4.0,1,6,26,3-5s,2-5s,0.034782608695652174,0.0,0.0,1.0,0.0,12.0,8.0,26.0,0.5714285714285714,0.5116411935411949,58.83873725723741,14.709684314309353,24.18555327951297,2.9080708635713677,115.0,4.0,0.034782608695652174,-11.730470657348633,-11.83491826057434,-11.40829849243164,-0.3221721649169922,0.7304347826086957,32.0,31.0,38.0,6.0,-11.609067916870117,-0.12140274047851562,-11.838337812423706,0.10786715507507338,0.0,0.0,0.0,0.0,34.0,115.0,0.0,1.0,3.0,8.0,26.0,shorter_or_equal_audio,188.5,1,6-10w
xUWSHYoslPQ_3,A man talks as metal scrapes and a mixer hums,115,xUWSHYoslPQ,"[[43, 48], [52, 82]]",30.0,35.0,2,10,45,20s+,10s+,0.2608695652173913,0.0,0.0,0.0,0.0,10.0,8.0,37.5,0.3333333333333333,0.5116411935411949,58.83873725723741,1.9612912419079138,0.28419855543805456,0.5093835146549139,115.0,35.0,0.30434782608695654,-11.847627639770508,-13.885595839364187,-10.957107543945312,-0.8905200958251953,0.8260869565217391,21.0,20.0,23.0,5.0,-11.993854522705078,0.1462268829345703,-11.0381125831604,-0.8095150566101079,0.0,0.0,0.0,0.0,63.92857142857143,115.0,0.0,1.0,0.3333333333333333,8.0,37.5,not_short_primary,nan,2,6-10w
xbLW9Wt1Jsg_1,Music is playing,300,xbLW9Wt1Jsg,"[[0, 5]]",5.0,5.0,1,3,16,5-10s,5-10s,0.016666666666666666,1.0,1.0,1.0,1.0,7.0,3.5,1.0,0.7142857142857143,0.5116411935411949,153.49235806235845,30.69847161247169,40.207689196803024,45.75111916383658,300.0,5.0,0.016666666666666666,-10.46626091003418,-10.607285308837891,-10.687240600585938,0.2209796905517578,1.0,1.0,0.0,96.0,7.0,-10.687240600585938,0.2209796905517578,-12.226653356552124,1.760392446517944,1.0,1.0,1.0,1.0,2.5,300.0,1.0,0.0,1.4,3.5,1.0,not_short_primary,nan,1,0-5w
xbLW9Wt1Jsg_2,A sewing machine and machinery operate with gas hissing,300,xbLW9Wt1Jsg,"[[42, 47], [140, 147], [258, 260], [286, 295], [55, 56], [59, 62], [57, 58], [80, 86], [95, 97], [100, 107], [117, 125], [135, 137], [154, 167], [177, 180], [172, 175], [187, 192], [197, 200], [202, 205], [206, 220], [225, 230], [233, 238], [263, 271]]",14.0,115.0,22,9,55,10-20s,10s+,0.04666666666666667,1.0,0.0,1.0,0.0,18.0,287.0,3.5,0.5,0.5116411935411949,153.49235806235845,10.963739861597032,11.40553325177518,0.06012757088896592,300.0,115.0,0.38333333333333336,-12.117213249206543,-12.294403573741084,-12.19651985168457,0.07930660247802734,1.0,1.0,0.0,60.0,13.0,-12.19651985168457,0.07930660247802734,-12.19888476371765,0.08167151451110755,1.0,1.0,1.0,1.0,174.2391304347826,300.0,0.0,1.0,1.2857142857142858,287.0,3.5,not_short_primary,nan,3+,6-10w
xbLW9Wt1Jsg_3,"Machinery operates, electronic beeps sound, and gas hisses",300,xbLW9Wt1Jsg,"[[72, 73], [77, 79], [85, 87], [89, 90], [92, 93], [103, 107], [125, 128], [131, 133]]",4.0,16.0,8,8,58,3-5s,2-5s,0.013333333333333334,0.0,0.0,0.0,0.0,11.0,98.5,6.0,0.23076923076923078,0.5116411935411949,153.49235806235845,38.37308951558961,24.20624954613524,2.0243155845451497,300.0,16.0,0.05333333333333334,-10.790851593017578,-10.960577666759491,-10.768627166748047,-0.02222442626953125,0.9933333333333333,3.0,2.0,94.0,14.0,-10.799165725708008,0.008314132690429688,-10.896941804885865,0.10609021186828649,0.0,1.0,1.0,1.0,102.875,300.0,0.0,1.0,2.75,98.5,6.0,longer_audio,188.5,3+,6-10w
xpZna_FwDhI_1,A machine runs,291,xpZna_FwDhI,"[[77, 86], [140, 149], [218, 233]]",15.0,33.0,3,3,14,10-20s,10s+,0.05154639175257732,1.0,0.0,1.0,1.0,9.0,228.5,3.0,1.0,0.5116411935411949,148.8875873204877,9.925839154699181,16.31999073469745,2.8239010547762433,291.0,33.0,0.1134020618556701,-9.870655059814453,-10.299277565696023,-10.991434097290039,1.120779037475586,1.0,1.0,0.0,79.0,0.0,-11.220327377319336,1.3496723175048828,-11.537040386199951,1.6663853263854982,1.0,1.0,1.0,1.0,164.13636363636363,291.0,0.0,1.0,0.6,228.5,3.0,not_short_primary,nan,3+,0-5w
y93cZqNCtks_1,Gunshots ring out and things bump together as someone talks,300,y93cZqNCtks,"[[8, 11], [33, 34], [35, 40], [44, 49], [51, 76], [79, 82], [85, 87], [90, 97], [101, 104], [136, 141], [144, 147], [151, 154], [179, 181], [184, 205], [208, 210], [250, 274], [283, 285], [288, 300]]",25.0,128.0,18,10,59,20s+,10s+,0.08333333333333333,1.0,1.0,1.0,1.0,18.0,62.0,1.5,0.72,0.5116411935411949,153.49235806235845,6.139694322494338,10.09483962970976,0.6093803559007824,300.0,128.0,0.4266666666666667,-10.506906509399414,-10.982402682304382,-10.451923370361328,-0.05498313903808594,0.9966666666666667,2.0,1.0,41.0,5.0,-10.451923370361328,-0.05498313903808594,-10.472206764221191,-0.03469974517822294,0.0,1.0,1.0,1.0,158.421875,300.0,1.0,0.0,0.72,62.0,1.5,not_short_primary,nan,3+,6-10w
